Store,Dept,Date,Weekly_Sales,IsHoliday
1,1,13-04-12,34684.21,FALSE
1,1,20-04-12,16976.19,FALSE
1,1,27-04-12,16347.6,FALSE
1,1,04-05-12,17147.44,FALSE
1,1,11-05-12,18164.2,FALSE
1,1,18-05-12,18517.79,FALSE
1,1,25-05-12,16963.55,FALSE
1,1,01-06-12,16065.49,FALSE
1,1,08-06-12,17666,FALSE
1,1,15-06-12,17558.82,FALSE
1,1,22-06-12,16633.41,FALSE
1,1,29-06-12,15722.82,FALSE
1,1,06-07-12,17823.37,FALSE
1,1,13-07-12,16566.18,FALSE
1,1,20-07-12,16348.06,FALSE
1,1,27-07-12,15731.18,FALSE
1,1,03-08-12,16628.31,FALSE
1,1,10-08-12,16119.92,FALSE
1,1,17-08-12,17330.7,FALSE
1,1,24-08-12,16286.4,FALSE
1,1,31-08-12,16680.24,FALSE
1,1,07-09-12,18322.37,TRUE
1,1,14-09-12,19616.22,FALSE
1,1,21-09-12,19251.5,FALSE
1,1,28-09-12,18947.81,FALSE
1,1,05-10-12,21904.47,FALSE
1,1,12-10-12,22764.01,FALSE
1,1,19-10-12,24185.27,FALSE
1,1,26-10-12,27390.81,FALSE
1,2,05-02-10,50605.27,FALSE
1,2,12-02-10,44682.74,TRUE
1,2,19-02-10,47928.89,FALSE
1,2,26-02-10,44292.87,FALSE
1,2,05-03-10,48397.98,FALSE
1,2,12-03-10,43751.94,FALSE
1,2,19-03-10,43615.49,FALSE
1,2,26-03-10,41892.55,FALSE
1,2,02-04-10,47450.5,FALSE
1,2,09-04-10,46549.73,FALSE
1,2,16-04-10,45025.02,FALSE
1,2,23-04-10,44418.11,FALSE
1,2,30-04-10,45971.3,FALSE
1,2,07-05-10,47903.01,FALSE
1,2,14-05-10,43675.61,FALSE
1,2,21-05-10,44319.15,FALSE
1,2,28-05-10,44619.52,FALSE
1,2,04-06-10,48754.47,FALSE
1,2,11-06-10,47089.54,FALSE
1,2,18-06-10,44428.71,FALSE
1,2,25-06-10,45299.92,FALSE
1,2,02-07-10,47077.72,FALSE
1,2,09-07-10,46752.12,FALSE
1,2,16-07-10,44339.2,FALSE
1,2,23-07-10,44763.33,FALSE
1,2,30-07-10,45833.77,FALSE
1,2,06-08-10,50031.73,FALSE
1,2,13-08-10,45475.69,FALSE
1,2,20-08-10,49754.17,FALSE
1,2,27-08-10,49623.53,FALSE
1,2,03-09-10,49015.05,FALSE
1,2,10-09-10,45182.5,TRUE
1,2,17-09-10,44681.64,FALSE
1,2,24-09-10,42477.49,FALSE
1,2,01-10-10,45829.02,FALSE
1,2,08-10-10,46387.54,FALSE
1,2,15-10-10,43110.79,FALSE
1,2,22-10-10,42371.48,FALSE
1,2,29-10-10,44081.33,FALSE
1,2,05-11-10,46381.43,FALSE
1,2,12-11-10,43194.49,FALSE
1,2,19-11-10,41443.25,FALSE
1,2,26-11-10,45681.98,TRUE
1,2,03-12-10,44405.02,FALSE
1,2,10-12-10,46955.82,FALSE
1,2,17-12-10,49303.28,FALSE
1,2,24-12-10,59889.32,FALSE
1,2,31-12-10,35819.83,TRUE
1,2,07-01-11,43202.29,FALSE
1,2,14-01-11,39857.4,FALSE
1,2,21-01-11,41596.99,FALSE
1,2,28-01-11,41651.01,FALSE
1,2,04-02-11,46829.12,FALSE
1,2,11-02-11,47595.35,TRUE
1,2,18-02-11,49202.06,FALSE
1,2,25-02-11,46165.25,FALSE
1,2,04-03-11,53035.54,FALSE
1,2,11-03-11,48465.72,FALSE
1,2,18-03-11,45222.3,FALSE
1,2,25-03-11,44293.54,FALSE
1,2,01-04-11,46991.58,FALSE
1,2,08-04-11,48501.79,FALSE
1,2,15-04-11,44464.74,FALSE
1,2,22-04-11,46544.56,FALSE
1,2,29-04-11,43682.41,FALSE
1,2,06-05-11,50139.92,FALSE
1,2,13-05-11,44274.15,FALSE
1,2,20-05-11,44302.11,FALSE
1,2,27-05-11,45072.11,FALSE
1,2,03-06-11,47844.27,FALSE
1,2,10-06-11,46363.93,FALSE
1,2,17-06-11,42939.63,FALSE
1,2,24-06-11,42415.81,FALSE
1,2,01-07-11,45247.74,FALSE
1,2,08-07-11,44623.23,FALSE
1,2,15-07-11,43260.96,FALSE
1,2,22-07-11,45113.56,FALSE
1,2,29-07-11,43191.02,FALSE
1,2,05-08-11,49359.75,FALSE
1,2,12-08-11,45341.92,FALSE
1,2,19-08-11,46391.12,FALSE
1,2,26-08-11,47659.93,FALSE
1,2,02-09-11,49419.75,FALSE
1,2,09-09-11,43315.85,TRUE
1,2,16-09-11,42963.96,FALSE
1,2,23-09-11,43390.94,FALSE
1,2,30-09-11,46045.09,FALSE
1,2,07-10-11,49880.69,FALSE
1,2,14-10-11,43306.38,FALSE
1,2,21-10-11,42487.67,FALSE
1,2,28-10-11,41682.4,FALSE
1,2,04-11-11,47313.62,FALSE
1,2,11-11-11,44936.47,FALSE
1,2,18-11-11,43997.78,FALSE
1,2,25-11-11,44259.59,TRUE
1,2,02-12-11,45928.14,FALSE
1,2,09-12-11,49357.43,FALSE
1,2,16-12-11,51137.42,FALSE
1,2,23-12-11,65615.36,FALSE
1,2,30-12-11,43539.94,TRUE
1,2,06-01-12,44481.38,FALSE
1,2,13-01-12,43353.09,FALSE
1,2,20-01-12,43753.43,FALSE
1,2,27-01-12,41556.23,FALSE
1,2,03-02-12,54322.24,FALSE
1,2,10-02-12,50581.06,TRUE
1,2,17-02-12,46085.47,FALSE
1,2,24-02-12,47080.12,FALSE
1,2,02-03-12,52608.51,FALSE
1,2,09-03-12,48563.69,FALSE
1,2,16-03-12,47346.32,FALSE
1,2,23-03-12,44796.03,FALSE
1,2,30-03-12,46529.68,FALSE
1,2,06-04-12,51805.88,FALSE
1,2,13-04-12,43991.18,FALSE
1,2,20-04-12,45561.85,FALSE
1,2,27-04-12,45456.23,FALSE
1,2,04-05-12,50501.3,FALSE
1,2,11-05-12,46717.76,FALSE
1,2,18-05-12,44411.23,FALSE
1,2,25-05-12,45817.07,FALSE
1,2,01-06-12,47425.29,FALSE
1,2,08-06-12,49439.58,FALSE
1,2,15-06-12,46637.48,FALSE
1,2,22-06-12,46075,FALSE
1,2,29-06-12,47629.14,FALSE
1,2,06-07-12,49771.92,FALSE
1,2,13-07-12,44411.95,FALSE
1,2,20-07-12,45108.22,FALSE
1,2,27-07-12,45008.22,FALSE
1,2,03-08-12,49424.06,FALSE
1,2,10-08-12,46729.91,FALSE
1,2,17-08-12,46350.97,FALSE
1,2,24-08-12,44972.52,FALSE
1,2,31-08-12,50995.5,FALSE
1,2,07-09-12,47344.5,TRUE
1,2,14-09-12,44493.61,FALSE
1,2,21-09-12,43541.07,FALSE
1,2,28-09-12,45784.76,FALSE
1,2,05-10-12,48577.08,FALSE
1,2,12-10-12,42112.67,FALSE
1,2,19-10-12,42354.72,FALSE
1,2,26-10-12,43134.88,FALSE
1,3,05-02-10,13740.12,FALSE
1,3,12-02-10,10887.84,TRUE
1,3,19-02-10,11523.47,FALSE
1,3,26-02-10,11135.17,FALSE
1,3,05-03-10,12275.58,FALSE
1,3,12-03-10,10123.45,FALSE
1,3,19-03-10,9001.37,FALSE
1,3,26-03-10,10366.85,FALSE
1,3,02-04-10,11157.08,FALSE
1,3,09-04-10,10179.29,FALSE
1,3,16-04-10,9226.8,FALSE
1,3,23-04-10,8868.93,FALSE
1,3,30-04-10,9337.44,FALSE
1,3,07-05-10,9372.8,FALSE
1,3,14-05-10,7919.86,FALSE
1,3,21-05-10,7813.91,FALSE
1,3,28-05-10,8412.69,FALSE
1,3,04-06-10,8001.41,FALSE
1,3,11-06-10,7742.75,FALSE
1,3,18-06-10,8201.06,FALSE
1,3,25-06-10,6591.22,FALSE
1,3,02-07-10,7857.88,FALSE
1,3,09-07-10,8112.67,FALSE
1,3,16-07-10,13751.3,FALSE
1,3,23-07-10,16930.62,FALSE
1,3,30-07-10,20915.95,FALSE
1,3,06-08-10,26719.02,FALSE
1,3,13-08-10,30640.54,FALSE
1,3,20-08-10,41101.93,FALSE
1,3,27-08-10,51159.17,FALSE
1,3,03-09-10,19081.8,FALSE
1,3,10-09-10,12134.69,TRUE
1,3,17-09-10,10722.46,FALSE
1,3,24-09-10,8097.92,FALSE
1,3,01-10-10,9775.17,FALSE
1,3,08-10-10,10081.8,FALSE
1,3,15-10-10,9735.73,FALSE
1,3,22-10-10,8614.41,FALSE
1,3,29-10-10,9283.09,FALSE
1,3,05-11-10,9825.22,FALSE
1,3,12-11-10,9146.77,FALSE
1,3,19-11-10,9202.11,FALSE
1,3,26-11-10,10706.81,TRUE
1,3,03-12-10,10856.85,FALSE
1,3,10-12-10,11219.78,FALSE
1,3,17-12-10,11986.84,FALSE
1,3,24-12-10,12080.36,FALSE
1,3,31-12-10,8266.14,TRUE
1,3,07-01-11,15808.15,FALSE
1,3,14-01-11,13275.87,FALSE
1,3,21-01-11,12532.94,FALSE
1,3,28-01-11,11983.34,FALSE
1,3,04-02-11,11012.52,FALSE
1,3,11-02-11,11428.25,TRUE
1,3,18-02-11,11724.98,FALSE
1,3,25-02-11,10473.78,FALSE
1,3,04-03-11,11039.12,FALSE
1,3,11-03-11,10689.97,FALSE
1,3,18-03-11,8148.69,FALSE
1,3,25-03-11,9049.02,FALSE
1,3,01-04-11,8734.19,FALSE
1,3,08-04-11,10417.33,FALSE
1,3,15-04-11,8212.97,FALSE
1,3,22-04-11,8468.72,FALSE
1,3,29-04-11,8653.62,FALSE
1,3,06-05-11,10420.92,FALSE
1,3,13-05-11,8732.46,FALSE
1,3,20-05-11,7939.01,FALSE
1,3,27-05-11,8120.7,FALSE
1,3,03-06-11,8853.89,FALSE
1,3,10-06-11,7508.71,FALSE
1,3,17-06-11,7658.75,FALSE
1,3,24-06-11,6165.73,FALSE
1,3,01-07-11,8070.64,FALSE
1,3,08-07-11,7366.5,FALSE
1,3,15-07-11,11578.11,FALSE
1,3,22-07-11,16069.5,FALSE
1,3,29-07-11,21331.51,FALSE
1,3,05-08-11,31248.98,FALSE
1,3,12-08-11,32148.93,FALSE
1,3,19-08-11,41603.11,FALSE
1,3,26-08-11,49775.52,FALSE
1,3,02-09-11,19604.47,FALSE
1,3,09-09-11,12778.28,TRUE
1,3,16-09-11,10412.88,FALSE
1,3,23-09-11,9755.56,FALSE
1,3,30-09-11,10434.83,FALSE
1,3,07-10-11,9977.96,FALSE
1,3,14-10-11,9870.22,FALSE
1,3,21-10-11,10136.78,FALSE
1,3,28-10-11,9421.2,FALSE
1,3,04-11-11,9189.2,FALSE
1,3,11-11-11,9959.64,FALSE
1,3,18-11-11,10104.36,FALSE
1,3,25-11-11,9317.56,TRUE
1,3,02-12-11,10146.54,FALSE
1,3,09-12-11,12955.55,FALSE
1,3,16-12-11,13180.05,FALSE
1,3,23-12-11,13667.88,FALSE
1,3,30-12-11,8848.44,TRUE
1,3,06-01-12,13926.04,FALSE
1,3,13-01-12,13822.49,FALSE
1,3,20-01-12,11702.08,FALSE
1,3,27-01-12,10613.17,FALSE
1,3,03-02-12,12485.78,FALSE
1,3,10-02-12,12388.85,TRUE
1,3,17-02-12,10237.78,FALSE
1,3,24-02-12,10502.4,FALSE
1,3,02-03-12,11387.31,FALSE
1,3,09-03-12,11925.71,FALSE
1,3,16-03-12,8845.73,FALSE
1,3,23-03-12,7910.22,FALSE
1,3,30-03-12,9129.23,FALSE
1,3,06-04-12,9335.24,FALSE
1,3,13-04-12,7927.73,FALSE
1,3,20-04-12,8647.36,FALSE
1,3,27-04-12,8635.62,FALSE
1,3,04-05-12,10655.35,FALSE
1,3,11-05-12,10342.72,FALSE
1,3,18-05-12,8609.82,FALSE
1,3,25-05-12,8345.33,FALSE
1,3,01-06-12,7175.77,FALSE
1,3,08-06-12,8614.64,FALSE
1,3,15-06-12,8016.26,FALSE
1,3,22-06-12,7301.41,FALSE
1,3,29-06-12,7577.59,FALSE
1,3,06-07-12,8473.71,FALSE
1,3,13-07-12,13126.15,FALSE
1,3,20-07-12,20126.95,FALSE
1,3,27-07-12,22716.7,FALSE
1,3,03-08-12,30331.69,FALSE
1,3,10-08-12,28257.3,FALSE
1,3,17-08-12,31905.97,FALSE
1,3,24-08-12,43712.78,FALSE
1,3,31-08-12,50701.3,FALSE
1,3,07-09-12,18368.51,TRUE
1,3,14-09-12,14288.22,FALSE
1,3,21-09-12,13403.63,FALSE
1,3,28-09-12,13085.95,FALSE
1,3,05-10-12,11676.98,FALSE
1,3,12-10-12,10487.17,FALSE
1,3,19-10-12,8548.87,FALSE
1,3,26-10-12,9350.9,FALSE
1,4,05-02-10,39954.04,FALSE
1,4,12-02-10,35351.21,TRUE
1,4,19-02-10,36826.95,FALSE
1,4,26-02-10,34660.16,FALSE
1,4,05-03-10,38086.19,FALSE
1,4,12-03-10,32668.67,FALSE
1,4,19-03-10,34118.11,FALSE
1,4,26-03-10,33872.07,FALSE
1,4,02-04-10,37809.49,FALSE
1,4,09-04-10,36174.43,FALSE
1,4,16-04-10,34740.19,FALSE
1,4,23-04-10,33806.71,FALSE
1,4,30-04-10,33437.8,FALSE
1,4,07-05-10,37168.34,FALSE
1,4,14-05-10,33657.7,FALSE
1,4,21-05-10,35571.47,FALSE
1,4,28-05-10,36380.36,FALSE
1,4,04-06-10,40548.19,FALSE
1,4,11-06-10,36579.96,FALSE
1,4,18-06-10,35059.52,FALSE
1,4,25-06-10,34454.69,FALSE
1,4,02-07-10,39773.71,FALSE
1,4,09-07-10,39781.45,FALSE
1,4,16-07-10,35234.66,FALSE
1,4,23-07-10,36624.71,FALSE
1,4,30-07-10,36419.68,FALSE
1,4,06-08-10,40973.88,FALSE
1,4,13-08-10,36461.66,FALSE
1,4,20-08-10,39706.1,FALSE
1,4,27-08-10,36404.6,FALSE
1,4,03-09-10,38321.88,FALSE
1,4,10-09-10,36603.78,TRUE
1,4,17-09-10,33999.01,FALSE
1,4,24-09-10,32497.43,FALSE
1,4,01-10-10,34912.45,FALSE
1,4,08-10-10,35772.82,FALSE
1,4,15-10-10,34693.27,FALSE
1,4,22-10-10,32902.26,FALSE
1,4,29-10-10,35202.44,FALSE
1,4,05-11-10,37980.55,FALSE
1,4,12-11-10,35008.03,FALSE
1,4,19-11-10,37078.61,FALSE
1,4,26-11-10,46201.27,TRUE
1,4,03-12-10,37110.55,FALSE
1,4,10-12-10,36364.31,FALSE
1,4,17-12-10,39154.41,FALSE
1,4,24-12-10,47893.23,FALSE
1,4,31-12-10,36913.8,TRUE
1,4,07-01-11,37947.8,FALSE
1,4,14-01-11,34393.95,FALSE
1,4,21-01-11,33735.58,FALSE
1,4,28-01-11,32905.88,FALSE
1,4,04-02-11,35870.49,FALSE
1,4,11-02-11,37373.33,TRUE
1,4,18-02-11,36479.25,FALSE
1,4,25-02-11,33677.18,FALSE
1,4,04-03-11,37943.96,FALSE
1,4,11-03-11,35229.12,FALSE
1,4,18-03-11,34863.03,FALSE
1,4,25-03-11,34813.12,FALSE
1,4,01-04-11,34451.9,FALSE
1,4,08-04-11,36514.43,FALSE
1,4,15-04-11,33466.89,FALSE
1,4,22-04-11,35132.7,FALSE
1,4,29-04-11,34528.56,FALSE
1,4,06-05-11,37827.69,FALSE
1,4,13-05-11,33471.81,FALSE
1,4,20-05-11,34137.41,FALSE
1,4,27-05-11,36790.72,FALSE
1,4,03-06-11,42508.02,FALSE
1,4,10-06-11,35376.06,FALSE
1,4,17-06-11,35523.17,FALSE
1,4,24-06-11,35062.02,FALSE
1,4,01-07-11,36451.71,FALSE
1,4,08-07-11,39149.99,FALSE
1,4,15-07-11,33930.8,FALSE
1,4,22-07-11,34630.02,FALSE
1,4,29-07-11,35555.5,FALSE
1,4,05-08-11,39339.09,FALSE
1,4,12-08-11,37449.94,FALSE
1,4,19-08-11,39148.87,FALSE
1,4,26-08-11,37495.2,FALSE
1,4,02-09-11,36589.07,FALSE
1,4,09-09-11,35105.96,TRUE
1,4,16-09-11,34108.12,FALSE
1,4,23-09-11,32655.07,FALSE
1,4,30-09-11,32830.81,FALSE
1,4,07-10-11,37397.63,FALSE
1,4,14-10-11,35000.3,FALSE
1,4,21-10-11,33954.55,FALSE
1,4,28-10-11,34247.26,FALSE
1,4,04-11-11,39354.84,FALSE
1,4,11-11-11,36826.52,FALSE
1,4,18-11-11,37656.58,FALSE
1,4,25-11-11,46564.14,TRUE
1,4,02-12-11,38489.63,FALSE
1,4,09-12-11,38729.31,FALSE
1,4,16-12-11,38266.47,FALSE
1,4,23-12-11,47785.93,FALSE
1,4,30-12-11,37371.22,TRUE
1,4,06-01-12,40925.76,FALSE
1,4,13-01-12,36582.36,FALSE
1,4,20-01-12,33780.2,FALSE
1,4,27-01-12,33613.91,FALSE
1,4,03-02-12,40274.83,FALSE
1,4,10-02-12,39305.13,TRUE
1,4,17-02-12,36550.46,FALSE
1,4,24-02-12,34953.85,FALSE
1,4,02-03-12,38459.98,FALSE
1,4,09-03-12,38934.77,FALSE
1,4,16-03-12,38125.32,FALSE
1,4,23-03-12,36586.52,FALSE
1,4,30-03-12,37718.51,FALSE
1,4,06-04-12,42060.21,FALSE
1,4,13-04-12,37449.26,FALSE
1,4,20-04-12,36350.03,FALSE
1,4,27-04-12,36894.54,FALSE
1,4,04-05-12,41897.55,FALSE
1,4,11-05-12,35840.06,FALSE
1,4,18-05-12,34536.29,FALSE
1,4,25-05-12,38270.34,FALSE
1,4,01-06-12,41566.55,FALSE
1,4,08-06-12,41124.27,FALSE
1,4,15-06-12,39019.74,FALSE
1,4,22-06-12,37400.31,FALSE
1,4,29-06-12,39758.77,FALSE
1,4,06-07-12,44936.96,FALSE
1,4,13-07-12,38073.91,FALSE
1,4,20-07-12,38080.05,FALSE
1,4,27-07-12,35197.59,FALSE
1,4,03-08-12,41305.39,FALSE
1,4,10-08-12,40343.83,FALSE
1,4,17-08-12,38105.9,FALSE
1,4,24-08-12,36674.67,FALSE
1,4,31-08-12,37802.97,FALSE
1,4,07-09-12,39549.27,TRUE
1,4,14-09-12,35044.06,FALSE
1,4,21-09-12,34507.34,FALSE
1,4,28-09-12,34647.33,FALSE
1,4,05-10-12,39311.93,FALSE
1,4,12-10-12,35446.18,FALSE
1,4,19-10-12,35549.19,FALSE
1,4,26-10-12,36292.6,FALSE
1,5,05-02-10,32229.38,FALSE
1,5,12-02-10,29620.81,TRUE
1,5,19-02-10,26468.27,FALSE
1,5,26-02-10,24101.89,FALSE
1,5,05-03-10,23082.14,FALSE
1,5,12-03-10,21498.92,FALSE
1,5,19-03-10,22632.57,FALSE
1,5,26-03-10,38971.89,FALSE
1,5,02-04-10,29967.92,FALSE
1,5,09-04-10,18516.45,FALSE
1,5,16-04-10,11570.27,FALSE
1,5,23-04-10,24763.98,FALSE
1,5,30-04-10,22006.41,FALSE
1,5,07-05-10,19260.44,FALSE
1,5,14-05-10,16891.66,FALSE
1,5,21-05-10,16157.17,FALSE
1,5,28-05-10,15784.6,FALSE
1,5,04-06-10,22932.26,FALSE
1,5,11-06-10,21817.36,FALSE
1,5,18-06-10,19778.44,FALSE
1,5,25-06-10,19054.58,FALSE
1,5,02-07-10,18887.71,FALSE
1,5,09-07-10,20249.54,FALSE
1,5,16-07-10,17918.22,FALSE
1,5,23-07-10,17313.46,FALSE
1,5,30-07-10,16472.48,FALSE
1,5,06-08-10,16926.17,FALSE
1,5,13-08-10,15544.62,FALSE
1,5,20-08-10,15412.44,FALSE
1,5,27-08-10,13570.32,FALSE
1,5,03-09-10,15390.52,FALSE
1,5,10-09-10,17776.56,TRUE
1,5,17-09-10,15862.61,FALSE
1,5,24-09-10,17039.38,FALSE
1,5,01-10-10,23381.38,FALSE
1,5,08-10-10,19853.57,FALSE
1,5,15-10-10,20443.05,FALSE
1,5,22-10-10,19525.85,FALSE
1,5,29-10-10,16377.46,FALSE
1,5,05-11-10,23903.81,FALSE
1,5,12-11-10,23698.89,FALSE
1,5,19-11-10,24716.49,FALSE
1,5,26-11-10,70158.86,TRUE
1,5,03-12-10,36472.02,FALSE
1,5,10-12-10,49517.17,FALSE
1,5,17-12-10,59589.48,FALSE
1,5,24-12-10,85676.09,FALSE
1,5,31-12-10,32280.82,TRUE
1,5,07-01-11,22699.69,FALSE
1,5,14-01-11,17445.37,FALSE
1,5,21-01-11,18438.07,FALSE
1,5,28-01-11,22118.7,FALSE
1,5,04-02-11,31280.62,FALSE
1,5,11-02-11,36667.65,TRUE
1,5,18-02-11,31092.62,FALSE
1,5,25-02-11,23870.31,FALSE
1,5,04-03-11,28902.37,FALSE
1,5,11-03-11,23704.37,FALSE
1,5,18-03-11,22685.69,FALSE
1,5,25-03-11,18719.22,FALSE
1,5,01-04-11,23598.55,FALSE
1,5,08-04-11,22393.09,FALSE
1,5,15-04-11,22719.82,FALSE
1,5,22-04-11,21786.16,FALSE
1,5,29-04-11,17503.28,FALSE
1,5,06-05-11,16195.54,FALSE
1,5,13-05-11,15587.78,FALSE
1,5,20-05-11,15575.25,FALSE
1,5,27-05-11,16613.98,FALSE
1,5,03-06-11,16848.76,FALSE
1,5,10-06-11,18648.73,FALSE
1,5,17-06-11,17861.56,FALSE
1,5,24-06-11,21695.24,FALSE
1,5,01-07-11,19239.86,FALSE
1,5,08-07-11,17989.45,FALSE
1,5,15-07-11,18444.8,FALSE
1,5,22-07-11,19331.53,FALSE
1,5,29-07-11,17406.68,FALSE
1,5,05-08-11,21183.42,FALSE
1,5,12-08-11,21320.93,FALSE
1,5,19-08-11,18643.51,FALSE
1,5,26-08-11,15478.26,FALSE
1,5,02-09-11,20432.91,FALSE
1,5,09-09-11,19075.78,TRUE
1,5,16-09-11,19386.23,FALSE
1,5,23-09-11,20562.37,FALSE
1,5,30-09-11,16385.37,FALSE
1,5,07-10-11,30352.06,FALSE
1,5,14-10-11,22917.89,FALSE
1,5,21-10-11,32700.34,FALSE
1,5,28-10-11,26391.79,FALSE
1,5,04-11-11,31956.07,FALSE
1,5,11-11-11,31002.65,FALSE
1,5,18-11-11,27339.37,FALSE
1,5,25-11-11,79340.15,TRUE
1,5,02-12-11,32572.27,FALSE
1,5,09-12-11,41782.13,FALSE
1,5,16-12-11,43479.7,FALSE
1,5,23-12-11,61483.82,FALSE
1,5,30-12-11,34981.76,TRUE
1,5,06-01-12,23105.81,FALSE
1,5,13-01-12,19281.61,FALSE
1,5,20-01-12,19298.42,FALSE
1,5,27-01-12,21376.42,FALSE
1,5,03-02-12,28307.43,FALSE
1,5,10-02-12,38096.04,TRUE
1,5,17-02-12,46219.96,FALSE
1,5,24-02-12,30797.88,FALSE
1,5,02-03-12,30642.53,FALSE
1,5,09-03-12,25492.21,FALSE
1,5,16-03-12,29345.72,FALSE
1,5,23-03-12,25442.13,FALSE
1,5,30-03-12,22392.09,FALSE
1,5,06-04-12,28386.81,FALSE
1,5,13-04-12,18458.33,FALSE
1,5,20-04-12,16645.01,FALSE
1,5,27-04-12,17170.39,FALSE
1,5,04-05-12,18953.07,FALSE
1,5,11-05-12,17277.63,FALSE
1,5,18-05-12,17955.73,FALSE
1,5,25-05-12,18625.67,FALSE
1,5,01-06-12,17233.25,FALSE
1,5,08-06-12,24752.99,FALSE
1,5,15-06-12,21376.63,FALSE
1,5,22-06-12,24337.24,FALSE
